Title,???,Topic,???,Content,???,Course,???,Order,***
Introduction to the second part,???,Diving deeper ,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_01_Introduction.mov"" type=""video/quicktime"" />
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_01_Introduction.mp4"" type=""video/mp4"" />
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vTW9CUUIcLB1cJUVrXQJXGEsdcCPPZMB9v9Fs7k5nVRxZLsNTuPevuukGcNNUM3cLmyB-jf13HDyC7K/embed?start=false"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span></iframe>

You've made it! Already in the second part of the course. Congrats! So let's start with adding some new meta tags to our website.
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a> or write your question down here:

<iframe src=""https://docs.google.com/forms/d/e/1FAIpQLSevsd8ewW3D4lVjL6oD7RXhAN9gLxGZGmGWJSkjKQdEdp6K9Q/viewform?embedded=true"" width=""640"" height=""716"" frameborder=""0"" marginwidth=""0"" marginheight=""0"">Loading…</iframe>",???,web,???,28,***
Using inspect tool,???,Diving deeper ,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_02_Inspect_tool.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_02_Inspect_tool.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>

Now you're a real developer. Using the Inspect tool will make your life so much easier. It's great for debugging and experimenting.
<h2>Your task</h2>
1. Open your website and experiment with the Inspect tool. Change some HTML and CSS.

2. Check out some other websites and examine the code.
<h2>Additional reading</h2>
More on <a href=""https://progate.com/docs/html-dev"" target=""_blank"" rel=""noopener noreferrer"">how to use inspect tool</a>.
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a> or write your question down here:

<iframe src=""https://docs.google.com/forms/d/e/1FAIpQLSevsd8ewW3D4lVjL6oD7RXhAN9gLxGZGmGWJSkjKQdEdp6K9Q/viewform?embedded=true"" width=""640"" height=""716"" frameborder=""0"" marginwidth=""0"" marginheight=""0"">Loading…</iframe>",???,web,???,29,***
Adding new meta tags,???,Diving deeper ,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_03_Meta_tags.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_03_Meta_tags.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vS2q97Yk0gxBY33EBw3WakB19rJPixfQdzO0t_sI4ZPRM3zbvDOD8DaHBhjHC4x8DMbBskiEPfCh3e2/embed?start=false"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>
<h2>Your task</h2>
Add meta tags author and description to your website.
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a> or write your question down here:

<iframe src=""https://docs.google.com/forms/d/e/1FAIpQLSevsd8ewW3D4lVjL6oD7RXhAN9gLxGZGmGWJSkjKQdEdp6K9Q/viewform?embedded=true"" width=""640"" height=""716"" frameborder=""0"" marginwidth=""0"" marginheight=""0"">Loading…</iframe>",???,web,???,30,***
Meta tags - Facebook and Twitter,???,Diving deeper ,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_04_Social_media_metatags.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_04_Social_media_metatags.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vS2q97Yk0gxBY33EBw3WakB19rJPixfQdzO0t_sI4ZPRM3zbvDOD8DaHBhjHC4x8DMbBskiEPfCh3e2/embed?start=false"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>
<h2>Your tasks</h2>
1. Try the debugger from <a href=""https://developers.facebook.com/tools/debug/"" target=""_blank"" rel=""noopener noreferrer"">Facebook</a> and card validator from <a href=""https://cards-dev.twitter.com/validator"" target=""_blank"" rel=""noopener noreferrer"">Twitter</a>. You can also check <a href=""https://www.linkedin.com/post-inspector"" target=""_blank"" rel=""noopener noreferrer"">LinkedIn inspector</a>.

2. Add Open Graph and Twitter card tags to your website.
<h2>Additional resources</h2>
If you're interested here's some rather technical reading about <a href=""https://ogp.me/"" target=""_blank"" rel=""noopener noreferrer"">Open Graph tags</a>.
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a> or write your question down here:

<iframe src=""https://docs.google.com/forms/d/e/1FAIpQLSevsd8ewW3D4lVjL6oD7RXhAN9gLxGZGmGWJSkjKQdEdp6K9Q/viewform?embedded=true"" width=""640"" height=""716"" frameborder=""0"" marginwidth=""0"" marginheight=""0"">Loading…</iframe>",???,web,???,31,***
Semantic elements,???,Diving deeper ,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_05_Semantic_Elements.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_05_Semantic_Elements.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vSJXxwIgmu7JOf_ro7RS8K1XROY_EqxLZGmm8GTsdTsTXPg1JSEW8_JHZGrQq-jBSfPjjK1K7fzDcHB/embed?start=false"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>
<h2>Your tasks</h2>
Think about the website you want to create, what sections will you use?
<h2>Additional resources</h2>
Here's an exhaustive list of <a href=""https://developer.mozilla.org/en-US/docs/Web/HTML/Element"" target=""_blank"" rel=""noopener noreferrer"">HTML elements</a>.
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a> or write your question down here:

<iframe src=""https://docs.google.com/forms/d/e/1FAIpQLSevsd8ewW3D4lVjL6oD7RXhAN9gLxGZGmGWJSkjKQdEdp6K9Q/viewform?embedded=true"" width=""640"" height=""716"" frameborder=""0"" marginwidth=""0"" marginheight=""0"">Loading…</iframe>",???,web,???,32,***
Embedding,???,Diving deeper ,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_06_Embedding.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_06_Embedding.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vSl0wfU5Yca0GdzrtRJ45bG84zvd2MmNBmONN4O5btmHCAZkZocTP8cDZfQxGpCVRe71dz5eGQgR7ZL/embed?start=false"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span></iframe>
<h2>Resources</h2>
Here is the <a href=""https://codepen.io/hhar/pen/RwGRrgY"" target=""_blank"" rel=""noopener noreferrer"">codepen</a> from the video.
<h2>Your tasks</h2>
Go to Codepen or create a website and embed:
<ul>
 	<li>Google Map</li>
 	<li>Video</li>
 	<li>Website</li>
</ul>
<h2>Additional resources</h2>
<a href=""https://developer.mozilla.org/en-US/docs/Web/HTML/Element/iframe"" target=""_blank"" rel=""noopener noreferrer"">MDN</a> and <a href=""https://www.w3schools.com/tags/tag_iframe.asp"">W3 Schools</a> on iframe.
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a> or write your question down here:

<iframe src=""https://docs.google.com/forms/d/e/1FAIpQLSevsd8ewW3D4lVjL6oD7RXhAN9gLxGZGmGWJSkjKQdEdp6K9Q/viewform?embedded=true"" width=""640"" height=""716"" frameborder=""0"" marginwidth=""0"" marginheight=""0"">Loading…</iframe>",???,web,???,33,***
Create a table,???,Diving deeper ,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_07_Table.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_07_Table.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vQ2jB9hRzfnfvdD22Fg-2PdQl3yNKf3o0onIiYK-X4Qb86OXiY_YpBwcRnDV-2EdZE8FkvcFJDaMdgT/embed?start=false"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>
<h2>Resources</h2>
Here is the <a href=""https://codepen.io/hhar/pen/VwKbeyL"" target=""_blank"" rel=""noopener noreferrer"">codepen</a> from the video.
<h2>Your tasks</h2>
Go to Codepen or create a table. You the styling trick you saw in this video and add some more of your styling. Have fun!
<h2>Additional resources</h2>
Here is a nice example of a <a href=""https://dev.to/dcodeyt/creating-beautiful-html-tables-with-css-428l"" target=""_blank"" rel=""noopener noreferrer"">styled table</a>. You see, you can do something nice really quickly ;)
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a> or write your question down here:

<iframe src=""https://docs.google.com/forms/d/e/1FAIpQLSevsd8ewW3D4lVjL6oD7RXhAN9gLxGZGmGWJSkjKQdEdp6K9Q/viewform?embedded=true"" width=""640"" height=""716"" frameborder=""0"" marginwidth=""0"" marginheight=""0"">Loading…</iframe>",???,web,???,34,***
Advanced CSS Selectors,???,Diving deeper ,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_08_Advanced_CSS_Selectors.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_08_Advanced_CSS_Selectors.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vSu7QGEOfzNeUD4kb4RtiXErGtLUxMrxYtwM8KrwVKM4F6kS6TooJvV2iUgiTIyywysWoqW9HMgjsuA/embed?start=false"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>
<h2>Resources</h2>
Here is the <a href=""https://codepen.io/hhar/pen/BaBbpYp"" target=""_blank"" rel=""noopener noreferrer"">codepen</a> from the video.
<h2>Your task</h2>
Go to Codepen and try out various selectors. Don’t forget to add some pseudo-selectors.
<h2>Additional resources</h2>
On CSS selectors from <a href=""https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_Selectors"" target=""_blank"" rel=""noopener"">MDN</a> and <a href=""https://www.w3schools.com/cssref/css_selectors.asp"" target=""_blank"" rel=""noopener"">W3Schools</a>.
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a> or write your question down here:

<iframe src=""https://docs.google.com/forms/d/e/1FAIpQLSevsd8ewW3D4lVjL6oD7RXhAN9gLxGZGmGWJSkjKQdEdp6K9Q/viewform?embedded=true"" width=""640"" height=""716"" frameborder=""0"" marginwidth=""0"" marginheight=""0"">Loading…</iframe>",???,web,???,35,***
Advanced Text Styling,???,Diving deeper ,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_09_Advanced_Text_Styling.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_09_Advanced_Text_Styling.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vT0gjFsIHlEBxcZ8rORaHsfDlfNUdPP4dIkAcXlAHYNIts056eSNXZn1yYDByFqGCZo_2QAwHYcdOru/embed?start=false"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span></iframe>
<h2>Resources</h2>
Here is the <a href=""https://codepen.io/hhar/pen/NWRLGPE"" target=""_blank"" rel=""noopener noreferrer"">codepen</a> from the video.
<h2>Your task</h2>
Go to Codepen and create some nice styles for headings, paragraphs and lists. How would you style text and headings for your new website? Quotes and testimonials, links? Play a bit and create styles you want to use later on.
<h2>Additional resources</h2>
More information on <a href=""https://developer.mozilla.org/en-US/docs/Learn/CSS/Styling_text"" target=""_blank"" rel=""noopener"">how to style text</a> and <a href=""https://developer.mozilla.org/en-US/docs/Learn/CSS/Styling_text/Styling_lists"" target=""_blank"" rel=""noopener"">how to style lists</a>.
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a> or write your question down here:

<iframe src=""https://docs.google.com/forms/d/e/1FAIpQLSevsd8ewW3D4lVjL6oD7RXhAN9gLxGZGmGWJSkjKQdEdp6K9Q/viewform?embedded=true"" width=""640"" height=""716"" frameborder=""0"" marginwidth=""0"" marginheight=""0"">Loading…</iframe>",???,web,???,36,***
Building Components,???,Diving deeper ,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_10_Building_Components.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_10_Building_Components.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vSZ7283kXvfAfi3LzBgQnkWbLwrgCvguHC1Ti5uLkRvqyWicuAJ_eokjFB3idr8IBVfvVm3LQ0tW59h/embed?start=false"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>
<h2>Resources</h2>
Here is the <a href=""https://codepen.io/hhar/pen/ExgMPqg"" target=""_blank"" rel=""noopener noreferrer"">codepen</a> with the styles and HTML, you can also <a href=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/components.zip"" target=""_blank"" rel=""noopener"">download the zip</a> with the website.
<h2>Your task</h2>
Go to your text editor and create some components. How would you style buttons, photos and other elements? Add a few stylesheets to the main stylesheet with '@import' rule. You can also use Codepen to play around with styles.
<h2>Additional resources</h2>
More information on <a href=""https://www.keycdn.com/blog/css-import"" target=""_blank"" rel=""noopener"">import rule</a> and <a href=""https://css-tricks.com/developing-extensible-html-css-components/"" target=""_blank"" rel=""noopener"">components</a>.
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a> or write your question down here:

<iframe src=""https://docs.google.com/forms/d/e/1FAIpQLSevsd8ewW3D4lVjL6oD7RXhAN9gLxGZGmGWJSkjKQdEdp6K9Q/viewform?embedded=true"" width=""640"" height=""716"" frameborder=""0"" marginwidth=""0"" marginheight=""0"">Loading…</iframe>",???,web,???,37,***
Positioning,???,Diving deeper ,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_11_Positioning.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_11_Positioning.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vTVsmJM4FYr2Tk3A9tkxl_2M-QkhQQRqnfBjMrrorLMi1I7RWyeW4U0U9jGFHG8Ocg3Lb8R6jvn-r5m/embed?start=false"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>
<h2>Resources</h2>
Here is the <a href=""https://codepen.io/hhar/pen/Exgzwjx"" target=""_blank"" rel=""noopener noreferrer"">codepen</a> with the sticky navigation example. Remember, there are two classes you could apply, 'sticky' and 'fixed', depending on if you have some elements before the navigation or not.

<a href=""https://developer.mozilla.org/en-US/docs/Web/CSS/position"" target=""_blank"" rel=""noopener"">MDN on positioning</a>.
<h2>Your task</h2>
Check the <a href=""https://developer.mozilla.org/en-US/docs/Web/CSS/position"" target=""_blank"" rel=""noopener"">MDN website</a> and in the codepen, create a fixed or sticky menu for your website.
<h2>Additional resources</h2>
<a href=""https://codepen.io/ellie_html/pen/vYNyWej"" target=""_blank"" rel=""noopener"">Weather app design</a> from Ellie and her <a href=""https://codepen.io/ellie_html/pens/public"" target=""_blank"" rel=""noopener"">other CSS art</a>.
<h2>Note</h2>
Internet is a wide space there are many browsers with various versions there. Some CSS or HTML features may not work for all of them but that could be also okay. This is also a case for value 'sticky'. If you want, <a href=""https://caniuse.com/?search=sticky"" target=""_blank"" rel=""noopener"">you can check which browsers support various attributes and values</a>.
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a> or write your question down here:

<iframe src=""https://docs.google.com/forms/d/e/1FAIpQLSevsd8ewW3D4lVjL6oD7RXhAN9gLxGZGmGWJSkjKQdEdp6K9Q/viewform?embedded=true"" width=""640"" height=""716"" frameborder=""0"" marginwidth=""0"" marginheight=""0"">Loading…</iframe>",???,web,???,38,***
Layout,???,Diving deeper ,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_12_Layout.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_12_Layout.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vQ6278xL0WOg7nKufeDAKtZzHTVY5iPvepcNfK8K-MadX7gwE_5UddTge1K8Se5NKM9lgFfvTRFeO25/embed?start=false"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>
<h2>Resources</h2>
In this <a href=""https://codepen.io/hhar/pen/qBqBBLR"" target=""_blank"" rel=""noopener noreferrer"">codepen</a> you can play with the display property. You have there three values 'inline-block', 'block' and 'inline'.

<a href=""https://www.w3schools.com/cssref/pr_class_display.asp"" target=""_blank"" rel=""noopener"">W3C on display property.</a>
<h2>Your task</h2>
Go through the questions in this presentation, answer them and draw a layout of your next website.
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a> or write your question down here:

<iframe src=""https://docs.google.com/forms/d/e/1FAIpQLSevsd8ewW3D4lVjL6oD7RXhAN9gLxGZGmGWJSkjKQdEdp6K9Q/viewform?embedded=true"" width=""640"" height=""716"" frameborder=""0"" marginwidth=""0"" marginheight=""0"">Loading…</iframe>",???,web,???,39,***
